rank,name,parent,families,deterministic_total,delta_vs_safe,delta_vs_attack,min_day_delta_vs_safe,daily_delta_range_vs_safe,deterministic_score,composite_score,day_-2,ash_-2,pepper_-2,trades_-2,day_-1,ash_-1,pepper_-1,trades_-1,day_0,ash_0,pepper_0,trades_0,mc_mean_delta,mc_p10_delta,mc_win_rate,mc_plausible_mean_delta,mc_plausible_p10_delta
39,TradervR1_lab_r09_06_p_carry_defense_a_quality_guard,TradervR1_lab_r08_06_a_attack_tuning_a_local_fair_blend,"pepper_carry_defense,ash_quality_guard",289271.5,1229.0,-573.0,192.0,539.0,1253.08,1532.8438,96321.5,16677.5,79644.0,847,96948.0,17641.0,79307.0,829,96002.0,16607.0,79395.0,808,1066.3333,-929.25,0.8333,1066.3333,-929.25
40,TradervR1_lab_r01_08_p_carry_defense_a_quality_guard,TradervR1_47_2,"pepper_carry_defense,ash_quality_guard",289506.5,1464.0,-338.0,270.0,358.0,1529.86,1529.86,96399.5,16763.5,79636.0,824,96845.0,17477.0,79368.0,806,96262.0,16872.0,79390.0,787,,,,,
41,TradervR1_lab_r01_03_p_entry_quality_a_quality_guard,TradervR1_47_2,"pepper_entry_quality,ash_quality_guard",289500.5,1458.0,-344.0,277.0,351.0,1526.87,1526.87,96406.5,16763.5,79643.0,824,96845.0,17477.0,79368.0,806,96249.0,16867.0,79382.0,785,,,,,
42,TradervR1_lab_r18_01_a_quality_guard,TradervR1_lab_r17_07_p_carry_defense_p_entry_quality,ash_quality_guard,289500.5,1458.0,-344.0,277.0,351.0,1526.87,1526.87,96406.5,16763.5,79643.0,824,96845.0,17477.0,79368.0,806,96249.0,16867.0,79382.0,785,,,,,
43,TradervR1_lab_r02_06_p_carry_defense,TradervR1_lab_r01_08_p_carry_defense_a_quality_guard,pepper_carry_defense,289499.5,1457.0,-345.0,264.0,364.0,1520.28,1520.28,96393.5,16763.5,79630.0,823,96845.0,17477.0,79368.0,806,96261.0,16872.0,79389.0,786,,,,,
44,TradervR1_lab_r05_05_a_attack_tuning,TradervR1_47_2,ash_attack_tuning,289445.0,1402.5,-399.5,279.5,285.5,1477.485,1477.485,96409.0,16765.0,79644.0,815,96775.0,17407.0,79368.0,802,96261.0,16864.0,79397.0,782,,,,,
45,TradervR1_lab_r12_07_p_entry_quality,TradervR1_lab_r11_04_p_carry_defense_p_entry_quality,pepper_entry_quality,289837.5,1795.0,-7.0,522.0,224.0,1959.78,1455.3112,96656.5,17013.5,79643.0,831,96739.0,17371.0,79368.0,814,96442.0,17051.0,79391.0,788,24.6667,-3836.5,0.6667,24.6667,-3836.5
46,TradervR1_lab_r12_02_a_attack_tuning_p_entry_quality,TradervR1_47_2,"ash_attack_tuning,pepper_entry_quality",289389.0,1346.5,-455.5,295.5,253.5,1429.645,1429.645,96425.0,16781.0,79644.0,817,96766.0,17398.0,79368.0,801,96198.0,16801.0,79397.0,783,,,,,
47,TradervR1_lab_r04_07_a_quality_guard,TradervR1_lab_r03_03_a_local_fair_blend_p_entry_quality,ash_quality_guard,289464.5,1422.0,-380.0,304.0,281.0,1505.92,1388.0805,96433.5,16796.5,79637.0,809,96750.0,17382.0,79368.0,799,96281.0,16886.0,79395.0,773,470.0,-2175.75,0.8333,470.0,-2175.75
48,TradervR1_lab_r02_01_a_attack_tuning_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_carry_defense",289323.5,1281.0,-521.0,317.0,195.0,1376.35,1376.35,96446.5,16802.5,79644.0,828,96729.0,17361.0,79368.0,810,96148.0,16751.0,79397.0,786,,,,,
49,TradervR1_lab_r11_03_p_entry_quality,TradervR1_47_2,pepper_entry_quality,289363.5,1321.0,-481.0,216.0,352.0,1368.44,1368.44,96345.5,16701.5,79644.0,821,96754.0,17386.0,79368.0,800,96264.0,16867.0,79397.0,786,,,,,
50,TradervR1_lab_r17_07_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289347.5,1305.0,-497.0,215.0,338.0,1353.21,1353.21,96344.5,16701.5,79643.0,822,96754.0,17386.0,79368.0,800,96249.0,16867.0,79382.0,785,,,,,
51,TradervR1_lab_r06_04_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289331.5,1289.0,-513.0,207.0,343.0,1334.01,1334.01,96336.5,16701.5,79635.0,822,96749.0,17386.0,79363.0,799,96246.0,16867.0,79379.0,786,,,,,
52,TradervR1_lab_r17_04_p_entry_quality,TradervR1_47_2,pepper_entry_quality,289356.5,1314.0,-488.0,216.0,345.0,1362.0,1312.0972,96345.5,16701.5,79644.0,821,96754.0,17386.0,79368.0,800,96257.0,16867.0,79390.0,786,428.1667,-1509.25,0.8333,428.1667,-1509.25
53,TradervR1_lab_r05_02_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289293.5,1251.0,-551.0,209.0,357.0,1295.59,1295.59,96338.5,16701.5,79637.0,821,96693.0,17386.0,79307.0,799,96262.0,16867.0,79395.0,785,,,,,
54,TradervR1_lab_r05_06_a_attack_tuning_p_entry_quality_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_entry_quality,pepper_carry_defense",289206.5,1164.0,-638.0,364.0,59.0,1286.68,1286.68,96493.5,16839.5,79654.0,832,96594.0,17269.0,79325.0,815,96119.0,16709.0,79410.0,793,,,,,
55,TradervR1_lab_r06_03_a_quality_guard,TradervR1_lab_r05_05_a_attack_tuning,ash_quality_guard,289265.5,1223.0,-579.0,234.0,271.0,1283.22,1283.22,96363.5,16719.5,79644.0,816,96701.0,17333.0,79368.0,799,96201.0,16804.0,79397.0,782,,,,,
56,TradervR1_lab_r02_08_p_carry_defense_cmaes_pepper_carry_defense,TradervR1_lab_r02_08_p_carry_defense,"pepper_carry_defense,cmaes_refine",289800.5,1758.0,-44.0,487.0,263.0,1907.41,1214.1638,96650.5,17013.5,79637.0,830,96704.0,17371.0,79333.0,814,96446.0,17051.0,79395.0,788,-119.4167,-4793.75,0.8333,-119.4167,-4793.75
57,TradervR1_lab_r01_05_p_carry_defense,TradervR1_47,pepper_carry_defense,289822.5,1780.0,-22.0,461.0,305.0,1916.95,1202.4005,96682.5,17013.5,79669.0,830,96678.0,17371.0,79307.0,813,96462.0,17051.0,79411.0,788,-200.0,-4728.25,0.8333,-200.0,-4728.25
58,TradervR1_lab_r06_06_p_carry_defense_cmaes_pepper_carry_defense,TradervR1_lab_r06_06_p_carry_defense,"pepper_carry_defense,cmaes_refine",289816.5,1774.0,-28.0,463.0,303.0,1911.81,1197.3945,96674.5,17013.5,79661.0,830,96680.0,17371.0,79309.0,813,96462.0,17051.0,79411.0,789,-214.25,-4641.5,0.6667,-214.25,-4641.5
59,TradervR1_lab_r01_01_a_local_fair_blend,TradervR1_39_4,ash_local_fair_blend,289132.5,1090.0,-712.0,275.0,213.0,1169.21,1169.21,96404.5,16760.5,79644.0,577,96705.0,17342.0,79363.0,578,96023.0,16626.0,79397.0,560,,,,,
60,TradervR1_lab_r13_02_p_carry_defense,TradervR1_47,pepper_carry_defense,289813.5,1771.0,-31.0,461.0,296.0,1908.67,1158.7378,96682.5,17013.5,79669.0,830,96678.0,17371.0,79307.0,813,96453.0,17051.0,79402.0,788,-287.9167,-4683.0,0.6667,-287.9167,-4683.0
61,TradervR1_lab_r12_05_a_local_fair_blend_p_entry_quality,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality",289042.5,1000.0,-802.0,301.0,77.0,1099.19,1099.19,96507.5,16864.5,79643.0,763,96518.0,17150.0,79368.0,738,96017.0,16620.0,79397.0,719,,,,,
62,TradervR1_lab_r03_03_a_local_fair_blend_p_entry_quality,TradervR1_lab_r02_04_a_local_fair_blend,"ash_local_fair_blend,pepper_entry_quality",289492.5,1450.0,-352.0,303.0,307.0,1531.49,1094.0805,96432.5,16795.5,79637.0,809,96754.0,17386.0,79368.0,799,96306.0,16911.0,79395.0,773,86.0,-3377.25,0.8333,86.0,-3377.25
63,TradervR1_lab_r14_01_a_quality_guard_a_local_fair_blend,TradervR1_34_1,"ash_quality_guard,ash_local_fair_blend",288360.0,317.5,-1484.5,9.0,270.0,299.05,1040.3083,96159.0,16515.0,79644.0,590,96496.0,17128.0,79368.0,590,95705.0,16308.0,79397.0,570,1802.5833,742.75,1.0,1802.5833,742.75
64,TradervR1_lab_r11_01_a_quality_guard,TradervR1_47,ash_quality_guard,289784.5,1742.0,-60.0,497.0,226.0,1897.87,1037.4162,96626.5,16982.5,79644.0,827,96739.0,17371.0,79368.0,814,96419.0,17022.0,79397.0,790,-875.0833,-3778.25,0.6667,-875.0833,-3778.25
65,TradervR1_lab_r15_04_a_quality_guard_a_local_fair_blend_p_carry_defense,TradervR1_lab_r14_01_a_quality_guard_a_local_fair_blend,"ash_quality_guard,ash_local_fair_blend,pepper_carry_defense",289003.0,960.5,-841.5,127.5,304.5,980.765,996.3822,96257.0,16622.0,79635.0,631,96649.0,17286.0,79363.0,615,96097.0,16697.0,79400.0,612,832.4167,-1994.25,0.8333,832.4167,-1994.25
66,TradervR1_lab_r06_02_a_quality_guard_a_local_fair_blend_p_carry_defense,TradervR1_47_2,"ash_quality_guard,ash_local_fair_blend,pepper_carry_defense",289546.0,1503.5,-298.5,366.5,205.5,1615.335,924.1745,96496.0,16859.0,79637.0,750,96782.0,17467.0,79315.0,743,96268.0,16873.0,79395.0,718,-37.0,-4827.25,0.6667,-37.0,-4827.25
67,TradervR1_lab_r17_06_a_quality_guard,TradervR1_lab_r16_07_p_carry_defense,ash_quality_guard,289836.5,1794.0,-8.0,522.0,223.0,1958.86,892.9833,96656.5,17013.5,79643.0,831,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,-1598.9167,-3040.5,0.0,-1598.9167,-3040.5
68,TradervR1_lab_r01_04_p_carry_defense,TradervR1_47,pepper_carry_defense,289833.5,1791.0,-11.0,521.0,227.0,1955.19,884.0045,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96444.0,17051.0,79393.0,789,-709.0,-5786.0,0.6667,-709.0,-5786.0
69,TradervR1_lab_r16_08_a_local_fair_blend_a_quality_guard,TradervR1_47,"ash_local_fair_blend,ash_quality_guard",289373.5,1331.0,-471.0,216.0,434.0,1371.88,857.6062,96345.5,16701.5,79644.0,888,96867.0,17499.0,79368.0,879,96161.0,16764.0,79397.0,846,260.1667,-4314.25,0.6667,260.1667,-4314.25
70,TradervR1_lab_r02_07_a_local_fair_blend_p_entry_quality_a_quality_guard,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality,ash_quality_guard",290129.0,2086.5,284.5,571.5,270.5,2264.885,758.14,96701.0,17058.0,79643.0,734,97059.0,17691.0,79368.0,723,96369.0,16972.0,79397.0,701,-2154.5,-4606.75,0.0,-2154.5,-4606.75
71,TradervR1_lab_r03_04_a_attack_tuning_a_quality_guard_p_entry_quality,TradervR1_lab_r02_06_p_carry_defense,"ash_attack_tuning,ash_quality_guard,pepper_entry_quality",288801.0,758.5,-1043.5,66.5,302.5,757.575,757.575,96196.0,16560.0,79636.0,818,96586.0,17218.0,79368.0,803,96019.0,16624.0,79395.0,789,,,,,
72,TradervR1_lab_r05_07_p_carry_defense_p_entry_quality,TradervR1_47,"pepper_carry_defense,pepper_entry_quality",289781.5,1739.0,-63.0,461.0,289.0,1877.23,742.8528,96657.5,17013.5,79644.0,830,96678.0,17371.0,79307.0,813,96446.0,17051.0,79395.0,788,-755.1667,-6075.75,0.6667,-755.1667,-6075.75
73,TradervR1_lab_r04_06_a_attack_tuning,TradervR1_lab_r03_04_a_attack_tuning_a_quality_guard_p_entry_quality,ash_attack_tuning,288731.0,688.5,-1113.5,24.5,319.5,671.515,671.515,96154.0,16518.0,79636.0,821,96561.0,17193.0,79368.0,798,96016.0,16621.0,79395.0,789,,,,,
74,TradervR1_lab_r08_06_a_attack_tuning_a_local_fair_blend,TradervR1_47_2,"ash_attack_tuning,ash_local_fair_blend",289125.5,1083.0,-719.0,173.0,429.0,1109.23,660.4095,96302.5,16658.5,79644.0,850,96819.0,17451.0,79368.0,829,96004.0,16607.0,79397.0,809,-44.25,-2835.25,0.6667,-44.25,-2835.25
75,TradervR1_lab_r10_05_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289343.5,1301.0,-501.0,202.0,357.0,1343.14,658.1838,96331.5,16701.5,79630.0,821,96757.0,17386.0,79371.0,800,96255.0,16867.0,79388.0,786,-293.4167,-3976.25,0.8333,-293.4167,-3976.25
76,TradervR1_lab_r18_06_a_attack_tuning_a_local_fair_blend,TradervR1_34_1,"ash_attack_tuning,ash_local_fair_blend",288658.0,615.5,-1186.5,98.5,257.5,629.375,629.375,96228.0,16584.0,79644.0,638,96573.0,17205.0,79368.0,636,95857.0,16460.0,79397.0,615,,,,,
77,TradervR1_lab_r03_02_a_local_fair_blend,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard,ash_local_fair_blend,288692.5,650.0,-1152.0,-11.0,436.0,611.27,611.27,96118.5,16481.5,79637.0,919,96642.0,17274.0,79368.0,897,95932.0,16542.0,79390.0,885,,,,,
78,TradervR1_lab_r06_05_a_attack_tuning_p_entry_quality,TradervR1_47_2,"ash_attack_tuning,pepper_entry_quality",289393.0,1350.5,-451.5,288.5,260.5,1430.635,588.3128,96418.0,16781.0,79637.0,817,96766.0,17398.0,79368.0,801,96209.0,16812.0,79397.0,783,-531.9167,-4405.5,0.6667,-531.9167,-4405.5
79,TradervR1_lab_r10_03_a_attack_tuning,TradervR1_lab_r09_07_a_local_fair_blend_p_entry_quality,ash_attack_tuning,288632.5,590.0,-1212.0,32.0,279.0,578.88,578.88,96161.5,16517.5,79644.0,842,96528.0,17160.0,79368.0,841,95943.0,16555.0,79388.0,815,,,,,
80,TradervR1_lab_r10_01_a_local_fair_blend,TradervR1_42_O2_1,ash_local_fair_blend,288523.0,480.5,-1321.5,100.5,114.5,506.515,506.515,96230.0,16586.0,79644.0,627,96382.0,17014.0,79368.0,617,95911.0,16514.0,79397.0,608,,,,,
81,TradervR1_lab_r02_05_a_local_fair_blend,TradervR1_42_O2_1,ash_local_fair_blend,288446.0,403.5,-1398.5,-36.5,284.5,367.965,367.965,96093.0,16449.0,79644.0,704,96409.0,17041.0,79368.0,687,95944.0,16547.0,79397.0,669,,,,,
