rank,name,parent,families,deterministic_total,delta_vs_safe,delta_vs_attack,min_day_delta_vs_safe,daily_delta_range_vs_safe,deterministic_score,composite_score,day_-2,ash_-2,pepper_-2,trades_-2,day_-1,ash_-1,pepper_-1,trades_-1,day_0,ash_0,pepper_0,trades_0,mc_mean_delta,mc_p10_delta,mc_win_rate,mc_plausible_mean_delta,mc_plausible_p10_delta
11,TradervR1_lab_r03_03_a_local_fair_blend_p_entry_quality,TradervR1_lab_r02_08_p_carry_defense,"ash_local_fair_blend,pepper_entry_quality",289510.5,1468.0,-334.0,271.0,360.0,1534.05,2500.9967,96400.5,16763.5,79637.0,846,96848.0,17515.0,79333.0,830,96262.0,16867.0,79395.0,810,1859.4167,1535.0,1.0,1859.4167,1535.0
12,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard,TradervR1_lab_r01_04_p_carry_defense,"ash_attack_tuning,ash_quality_guard",290017.5,1975.0,173.0,406.0,390.0,2085.9,2457.0822,96535.5,16898.5,79637.0,827,97013.0,17645.0,79368.0,812,96469.0,17076.0,79393.0,791,1911.1667,-3017.5,0.8333,1911.1667,-3017.5
13,TradervR1_lab_r10_03_a_quality_guard_p_entry_quality,TradervR1_47,"ash_quality_guard,pepper_entry_quality",289838.5,1796.0,-6.0,522.0,224.0,1960.78,2413.5212,96657.5,17013.5,79644.0,830,96739.0,17371.0,79368.0,814,96442.0,17051.0,79391.0,788,1474.4167,-1142.0,0.6667,1474.4167,-1142.0
14,TradervR1_lab_r03_08_a_attack_tuning_a_quality_guard_p_entry_quality,TradervR1_47,"ash_attack_tuning,ash_quality_guard,pepper_entry_quality",290379.0,2336.5,534.5,521.5,484.5,2480.265,2374.7178,96651.0,17007.0,79644.0,829,97223.0,17855.0,79368.0,814,96505.0,17117.0,79388.0,791,546.5833,-2482.25,0.6667,546.5833,-2482.25
15,TradervR1_lab_r12_06_a_quality_guard_cmaes_ash_quality_guard,TradervR1_lab_r12_06_a_quality_guard,"ash_quality_guard,cmaes_refine",289844.5,1802.0,0.0,522.0,230.0,1966.3,2260.1355,96657.5,17013.5,79644.0,830,96739.0,17371.0,79368.0,814,96448.0,17051.0,79397.0,789,1009.75,-994.5,0.8333,1009.75,-994.5
16,TradervR1_lab_r12_06_a_quality_guard,TradervR1_lab_r11_02_a_quality_guard,ash_quality_guard,289844.5,1802.0,0.0,522.0,230.0,1966.3,2194.5428,96657.5,17013.5,79644.0,830,96739.0,17371.0,79368.0,814,96448.0,17051.0,79397.0,789,872.3333,-1028.75,0.6667,872.3333,-1028.75
17,TradervR1_lab_r13_03_p_carry_defense,TradervR1_lab_r12_03_a_attack_tuning_a_local_fair_blend,pepper_carry_defense,290138.0,2095.5,293.5,626.0,179.0,2300.28,2086.5772,96794.0,17164.0,79630.0,700,96843.0,17536.0,79307.0,688,96501.0,17082.0,79419.0,666,498.9167,-3160.25,0.8333,498.9167,-3160.25
18,TradervR1_lab_r12_03_a_attack_tuning_a_local_fair_blend,TradervR1_47_2,"ash_attack_tuning,ash_local_fair_blend",290191.0,2148.5,346.5,678.5,104.5,2377.615,2041.9412,96808.0,17164.0,79644.0,700,96904.0,17536.0,79368.0,689,96479.0,17082.0,79397.0,666,271.9167,-3341.25,0.6667,271.9167,-3341.25
19,TradervR1_lab_r04_02_a_attack_tuning,TradervR1_lab_r03_08_a_attack_tuning_a_quality_guard_p_entry_quality,ash_attack_tuning,289989.5,1947.0,145.0,442.0,385.0,2070.9,1971.0562,96571.5,16927.5,79644.0,834,97044.0,17676.0,79368.0,820,96374.0,16986.0,79388.0,796,536.1667,-2411.75,0.6667,536.1667,-2411.75
20,TradervR1_lab_r12_02_a_quality_guard,TradervR1_lab_r11_02_a_quality_guard,ash_quality_guard,289784.5,1742.0,-60.0,497.0,226.0,1897.87,1915.3505,96626.5,16982.5,79644.0,827,96739.0,17371.0,79368.0,814,96419.0,17022.0,79397.0,790,941.0,-2737.75,0.8333,941.0,-2737.75
21,TradervR1_lab_r18_02_a_quality_guard,TradervR1_lab_r17_03_a_attack_tuning,ash_quality_guard,289552.5,1510.0,-292.0,299.0,315.0,1589.45,1817.1905,96428.5,16784.5,79644.0,825,96831.0,17463.0,79368.0,805,96293.0,16896.0,79397.0,787,1106.0,-1574.75,0.8333,1106.0,-1574.75
22,TradervR1_lab_r11_01_a_quality_guard_p_entry_quality,TradervR1_47,"ash_quality_guard,pepper_entry_quality",290302.0,2259.5,457.5,501.5,438.5,2399.945,1809.4872,96631.0,16994.0,79637.0,830,97157.0,17789.0,79368.0,817,96514.0,17117.0,79397.0,792,-53.3333,-4273.5,0.8333,-53.3333,-4273.5
23,TradervR1_lab_r09_07_p_carry_defense_a_quality_guard,TradervR1_lab_r08_05_p_entry_quality_a_attack_tuning,"pepper_carry_defense,ash_quality_guard",289479.5,1437.0,-365.0,372.0,231.0,1548.72,1803.1772,96501.5,16857.5,79644.0,831,96820.0,17513.0,79307.0,814,96158.0,16763.0,79395.0,793,1194.9167,-1596.25,0.8333,1194.9167,-1596.25
24,TradervR1_lab_r04_07_a_quality_guard,TradervR1_lab_r03_08_a_attack_tuning_a_quality_guard_p_entry_quality,ash_quality_guard,290253.0,2210.5,408.5,521.5,358.5,2364.345,1786.4712,96651.0,17007.0,79644.0,829,97097.0,17729.0,79368.0,819,96505.0,17117.0,79388.0,791,-29.0833,-4211.25,0.6667,-29.0833,-4211.25
25,TradervR1_lab_r02_04_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,289699.5,1657.0,-145.0,364.0,359.0,1755.68,1755.68,96493.5,16849.5,79644.0,790,96940.0,17572.0,79368.0,776,96266.0,16869.0,79397.0,756,,,,,
26,TradervR1_lab_r11_05_p_carry_defense_p_entry_quality,TradervR1_47,"pepper_carry_defense,pepper_entry_quality",289836.5,1794.0,-8.0,522.0,223.0,1958.86,1740.8528,96656.5,17013.5,79643.0,831,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,327.5833,-2655.25,0.6667,327.5833,-2655.25
27,TradervR1_lab_r17_06_a_quality_guard,TradervR1_47,ash_quality_guard,289784.5,1742.0,-60.0,497.0,226.0,1897.87,1646.2028,96626.5,16982.5,79644.0,827,96739.0,17371.0,79368.0,814,96419.0,17022.0,79397.0,790,285.3333,-2745.25,0.6667,285.3333,-2745.25
28,TradervR1_lab_r15_01_p_carry_defense,TradervR1_lab_r14_06_a_quality_guard,pepper_carry_defense,289508.5,1466.0,-336.0,277.0,351.0,1534.87,1624.2745,96406.5,16763.5,79643.0,824,96845.0,17477.0,79368.0,806,96257.0,16867.0,79390.0,786,525.5,-837.5,0.6667,525.5,-837.5
29,TradervR1_lab_r14_06_a_quality_guard_cmaes_ash_quality_guard,TradervR1_lab_r14_06_a_quality_guard,"ash_quality_guard,cmaes_refine",289516.5,1474.0,-328.0,278.0,350.0,1543.3,1615.6678,96407.5,16763.5,79644.0,823,96845.0,17477.0,79368.0,806,96264.0,16867.0,79397.0,786,537.8333,-999.0,0.6667,537.8333,-999.0
30,TradervR1_lab_r02_08_p_carry_defense,TradervR1_47,pepper_carry_defense,289800.5,1758.0,-44.0,487.0,263.0,1907.41,1599.8278,96650.5,17013.5,79637.0,830,96704.0,17371.0,79333.0,814,96446.0,17051.0,79395.0,788,292.5833,-3174.5,0.6667,292.5833,-3174.5
31,TradervR1_lab_r07_03_p_carry_defense,TradervR1_47,pepper_carry_defense,289835.5,1793.0,-9.0,521.0,229.0,1957.03,1557.2655,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96446.0,17051.0,79395.0,789,188.25,-3596.5,0.8333,188.25,-3596.5
32,TradervR1_lab_r01_08_p_carry_defense_a_quality_guard,TradervR1_47_2,"pepper_carry_defense,ash_quality_guard",289506.5,1464.0,-338.0,270.0,358.0,1529.86,1529.86,96399.5,16763.5,79636.0,824,96845.0,17477.0,79368.0,806,96262.0,16872.0,79390.0,787,,,,,
33,TradervR1_lab_r01_03_p_entry_quality_a_quality_guard,TradervR1_47_2,"pepper_entry_quality,ash_quality_guard",289500.5,1458.0,-344.0,277.0,351.0,1526.87,1526.87,96406.5,16763.5,79643.0,824,96845.0,17477.0,79368.0,806,96249.0,16867.0,79382.0,785,,,,,
34,TradervR1_lab_r02_06_p_carry_defense,TradervR1_lab_r01_08_p_carry_defense_a_quality_guard,pepper_carry_defense,289499.5,1457.0,-345.0,264.0,364.0,1520.28,1520.28,96393.5,16763.5,79630.0,823,96845.0,17477.0,79368.0,806,96261.0,16872.0,79389.0,786,,,,,
35,TradervR1_lab_r05_05_a_attack_tuning,TradervR1_47_2,ash_attack_tuning,289445.0,1402.5,-399.5,279.5,285.5,1477.485,1477.485,96409.0,16765.0,79644.0,815,96775.0,17407.0,79368.0,802,96261.0,16864.0,79397.0,782,,,,,
36,TradervR1_lab_r13_08_a_attack_tuning,TradervR1_lab_r12_06_a_quality_guard_best,ash_attack_tuning,289367.5,1325.0,-477.0,325.0,198.0,1422.91,1422.91,96454.5,16810.5,79644.0,830,96740.0,17372.0,79368.0,807,96173.0,16776.0,79397.0,789,,,,,
37,TradervR1_lab_r05_01_p_carry_defense,TradervR1_47,pepper_carry_defense,289832.5,1790.0,-12.0,479.0,287.0,1934.69,1421.4928,96674.5,17013.5,79661.0,830,96696.0,17371.0,79325.0,814,96462.0,17051.0,79411.0,789,-31.4167,-3735.75,0.6667,-31.4167,-3735.75
38,TradervR1_lab_r16_08_a_quality_guard_cmaes_ash_quality_guard,TradervR1_lab_r16_08_a_quality_guard,"ash_quality_guard,cmaes_refine",289516.5,1474.0,-328.0,278.0,350.0,1543.3,1416.5722,96407.5,16763.5,79644.0,823,96845.0,17477.0,79368.0,806,96264.0,16867.0,79397.0,786,588.6667,-2608.0,0.8333,588.6667,-2608.0
39,TradervR1_lab_r08_08_p_carry_defense_a_quality_guard,TradervR1_lab_r07_03_p_carry_defense,"pepper_carry_defense,ash_quality_guard",289835.5,1793.0,-9.0,521.0,229.0,1957.03,1401.6328,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96446.0,17051.0,79395.0,789,-499.4167,-2701.75,0.6667,-499.4167,-2701.75
40,TradervR1_lab_r02_01_a_attack_tuning_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_carry_defense",289323.5,1281.0,-521.0,317.0,195.0,1376.35,1376.35,96446.5,16802.5,79644.0,828,96729.0,17361.0,79368.0,810,96148.0,16751.0,79397.0,786,,,,,
41,TradervR1_lab_r11_04_p_entry_quality,TradervR1_47_2,pepper_entry_quality,289363.5,1321.0,-481.0,216.0,352.0,1368.44,1368.44,96345.5,16701.5,79644.0,821,96754.0,17386.0,79368.0,800,96264.0,16867.0,79397.0,786,,,,,
42,TradervR1_lab_r13_04_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289361.5,1319.0,-483.0,216.0,350.0,1366.6,1366.6,96345.5,16701.5,79644.0,821,96754.0,17386.0,79368.0,800,96262.0,16867.0,79395.0,786,,,,,
43,TradervR1_lab_r13_07_a_attack_tuning_a_quality_guard,TradervR1_lab_r12_06_a_quality_guard_best,"ash_attack_tuning,ash_quality_guard",289311.0,1268.5,-533.5,306.5,283.5,1353.095,1353.095,96436.0,16792.0,79644.0,821,96589.0,17221.0,79368.0,812,96286.0,16889.0,79397.0,790,,,,,
44,TradervR1_lab_r09_03_a_attack_tuning_a_quality_guard,TradervR1_47,"ash_attack_tuning,ash_quality_guard",289305.5,1263.0,-539.0,253.0,339.0,1324.43,1324.43,96382.5,16738.5,79644.0,834,96809.0,17441.0,79368.0,824,96114.0,16717.0,79397.0,798,,,,,
45,TradervR1_lab_r06_04_p_carry_defense_p_entry_quality,TradervR1_47_2,"pepper_carry_defense,pepper_entry_quality",289311.5,1269.0,-533.0,216.0,352.0,1316.44,1316.44,96345.5,16701.5,79644.0,821,96702.0,17386.0,79316.0,800,96264.0,16867.0,79397.0,785,,,,,
46,TradervR1_lab_r14_06_a_quality_guard,TradervR1_47_2,ash_quality_guard,289516.5,1474.0,-328.0,278.0,350.0,1543.3,1311.7188,96407.5,16763.5,79644.0,823,96845.0,17477.0,79368.0,806,96264.0,16867.0,79397.0,786,173.5833,-2171.0,0.8333,173.5833,-2171.0
47,TradervR1_lab_r05_02_p_carry_defense,TradervR1_47_2,pepper_carry_defense,289293.5,1251.0,-551.0,209.0,357.0,1295.59,1295.59,96338.5,16701.5,79637.0,821,96693.0,17386.0,79307.0,799,96262.0,16867.0,79395.0,785,,,,,
48,TradervR1_lab_r05_06_a_attack_tuning_p_entry_quality_p_carry_defense,TradervR1_47,"ash_attack_tuning,pepper_entry_quality,pepper_carry_defense",289206.5,1164.0,-638.0,364.0,59.0,1286.68,1286.68,96493.5,16839.5,79654.0,832,96594.0,17269.0,79325.0,815,96119.0,16709.0,79410.0,793,,,,,
49,TradervR1_lab_r06_05_a_quality_guard_a_local_fair_blend,TradervR1_47,"ash_quality_guard,ash_local_fair_blend",289258.5,1216.0,-586.0,254.0,250.0,1284.9,1284.9,96383.5,16739.5,79644.0,861,96721.0,17353.0,79368.0,834,96154.0,16757.0,79397.0,821,,,,,
50,TradervR1_lab_r06_03_a_attack_tuning,TradervR1_lab_r05_01_p_carry_defense,ash_attack_tuning,289398.5,1356.0,-446.0,321.0,325.0,1442.35,1278.3055,96518.5,16857.5,79661.0,821,96538.0,17213.0,79325.0,815,96342.0,16931.0,79411.0,788,542.25,-2674.5,0.8333,542.25,-2674.5
51,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard_cmaes_ash_attack_tuning,TradervR1_lab_r02_03_a_attack_tuning_a_quality_guard,"ash_attack_tuning,cmaes_refine",290017.5,1975.0,173.0,406.0,390.0,2085.9,1238.6705,96535.5,16898.5,79637.0,827,97013.0,17645.0,79368.0,812,96469.0,17076.0,79393.0,791,-133.25,-5879.25,0.8333,-133.25,-5879.25
52,TradervR1_lab_r17_03_a_attack_tuning,TradervR1_lab_r16_08_a_quality_guard_best,ash_attack_tuning,289351.5,1309.0,-493.0,267.0,347.0,1374.69,1202.3278,96396.5,16752.5,79644.0,823,96831.0,17463.0,79368.0,805,96124.0,16727.0,79397.0,784,483.8333,-2498.5,0.6667,483.8333,-2498.5
53,TradervR1_lab_r13_06_a_local_fair_blend,TradervR1_47,ash_local_fair_blend,289185.5,1143.0,-659.0,216.0,332.0,1192.04,1192.04,96345.5,16701.5,79644.0,857,96596.0,17228.0,79368.0,848,96244.0,16847.0,79397.0,817,,,,,
54,TradervR1_lab_r14_04_a_attack_tuning,TradervR1_47,ash_attack_tuning,289025.0,982.5,-819.5,160.5,297.5,1014.875,1187.2738,96290.0,16646.0,79644.0,831,96675.0,17307.0,79368.0,815,96060.0,16663.0,79397.0,797,739.3333,-621.0,0.8333,739.3333,-621.0
55,TradervR1_lab_r01_01_a_local_fair_blend,TradervR1_39_4,ash_local_fair_blend,289132.5,1090.0,-712.0,275.0,213.0,1169.21,1169.21,96404.5,16760.5,79644.0,577,96705.0,17342.0,79363.0,578,96023.0,16626.0,79397.0,560,,,,,
56,TradervR1_lab_r07_05_a_attack_tuning,TradervR1_lab_r06_04_p_carry_defense_p_entry_quality,ash_attack_tuning,289075.5,1033.0,-769.0,205.0,210.0,1087.95,1087.95,96334.5,16690.5,79644.0,821,96630.0,17314.0,79316.0,800,96111.0,16714.0,79397.0,782,,,,,
57,TradervR1_lab_r08_07_a_attack_tuning_a_local_fair_blend,TradervR1_47_2,"ash_attack_tuning,ash_local_fair_blend",289125.5,1083.0,-719.0,173.0,429.0,1109.23,1082.6772,96302.5,16658.5,79644.0,850,96819.0,17451.0,79368.0,829,96004.0,16607.0,79397.0,809,511.9167,-1449.75,0.8333,511.9167,-1449.75
58,TradervR1_lab_r05_07_p_carry_defense_p_entry_quality,TradervR1_47,"pepper_carry_defense,pepper_entry_quality",289781.5,1739.0,-63.0,461.0,289.0,1877.23,1054.7828,96657.5,17013.5,79644.0,830,96678.0,17371.0,79307.0,813,96446.0,17051.0,79395.0,788,-346.1667,-5016.25,0.6667,-346.1667,-5016.25
59,TradervR1_lab_r18_05_p_carry_defense,TradervR1_lab_r17_05_a_attack_tuning,pepper_carry_defense,289020.5,978.0,-824.0,242.0,192.0,1047.34,1047.34,96371.5,16717.5,79654.0,676,96651.0,17326.0,79325.0,662,95998.0,16600.0,79398.0,641,,,,,
60,TradervR1_lab_r17_05_a_attack_tuning,TradervR1_lab_r16_05_a_local_fair_blend_p_carry_defense,ash_attack_tuning,288997.5,955.0,-847.0,232.0,192.0,1020.84,1020.84,96361.5,16717.5,79644.0,676,96641.0,17326.0,79315.0,662,95995.0,16600.0,79395.0,641,,,,,
61,TradervR1_lab_r01_06_p_entry_quality,TradervR1_47,pepper_entry_quality,289830.5,1788.0,-14.0,521.0,224.0,1952.43,1016.4212,96650.5,17013.5,79637.0,830,96739.0,17371.0,79368.0,814,96441.0,17051.0,79390.0,789,-535.8333,-5313.5,0.6667,-535.8333,-5313.5
62,TradervR1_lab_r17_02_p_carry_defense,TradervR1_lab_r16_05_a_local_fair_blend_p_carry_defense,pepper_carry_defense,288932.0,889.5,-912.5,244.5,101.5,966.955,966.955,96374.0,16731.0,79643.0,646,96516.0,17146.0,79370.0,630,96042.0,16652.0,79390.0,623,,,,,
63,TradervR1_lab_r16_08_a_quality_guard,TradervR1_47_2,ash_quality_guard,289516.5,1474.0,-328.0,278.0,350.0,1543.3,960.8022,96407.5,16763.5,79644.0,823,96845.0,17477.0,79368.0,806,96264.0,16867.0,79397.0,786,12.9167,-4218.5,0.8333,12.9167,-4218.5
64,TradervR1_lab_r16_05_a_local_fair_blend_p_carry_defense,TradervR1_42_P1_1,"ash_local_fair_blend,pepper_carry_defense",288883.0,840.5,-961.5,244.0,107.0,917.34,917.34,96375.0,16731.0,79644.0,645,96461.0,17146.0,79315.0,630,96047.0,16652.0,79395.0,622,,,,,
65,TradervR1_lab_r17_01_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,289176.0,1133.5,-668.5,198.5,320.5,1177.335,903.2538,96328.0,16684.0,79644.0,859,96736.0,17368.0,79368.0,859,96112.0,16715.0,79397.0,826,198.0833,-2350.0,0.8333,198.0833,-2350.0
66,TradervR1_lab_r16_07_a_attack_tuning,TradervR1_lab_r15_07_a_attack_tuning,ash_attack_tuning,288963.5,921.0,-881.0,56.0,501.0,900.52,900.52,96185.5,16541.5,79644.0,827,96774.0,17406.0,79368.0,812,96004.0,16607.0,79397.0,787,,,,,
67,TradervR1_lab_r17_07_a_quality_guard,TradervR1_lab_r16_07_a_attack_tuning,ash_quality_guard,288963.5,921.0,-881.0,56.0,501.0,900.52,900.52,96185.5,16541.5,79644.0,827,96774.0,17406.0,79368.0,812,96004.0,16607.0,79397.0,787,,,,,
68,TradervR1_lab_r14_03_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,288945.0,902.5,-899.5,14.5,447.5,871.775,871.775,96144.0,16500.0,79644.0,835,96679.0,17311.0,79368.0,816,96122.0,16725.0,79397.0,800,,,,,
69,TradervR1_lab_r13_05_a_quality_guard,TradervR1_47_2,ash_quality_guard,289521.5,1479.0,-323.0,278.0,350.0,1548.3,812.7788,96407.5,16763.5,79644.0,823,96845.0,17477.0,79368.0,806,96269.0,16872.0,79397.0,787,-420.1667,-4077.0,0.8333,-420.1667,-4077.0
70,TradervR1_lab_r12_04_a_quality_guard_a_attack_tuning,TradervR1_lab_r11_05_p_carry_defense_p_entry_quality,"ash_quality_guard,ash_attack_tuning",288848.5,806.0,-996.0,87.0,312.0,811.49,811.49,96216.5,16573.5,79643.0,835,96616.0,17248.0,79368.0,817,96016.0,16626.0,79390.0,795,,,,,
71,TradervR1_lab_r09_05_a_local_fair_blend,TradervR1_lab_r08_07_a_attack_tuning_a_local_fair_blend,ash_local_fair_blend,289627.0,1584.5,-217.5,297.5,363.5,1659.545,797.7045,96427.0,16783.0,79644.0,819,96878.0,17510.0,79368.0,805,96322.0,16925.0,79397.0,775,-328.0,-5261.25,0.6667,-328.0,-5261.25
72,TradervR1_lab_r11_02_a_quality_guard,TradervR1_47,ash_quality_guard,289784.5,1742.0,-60.0,497.0,226.0,1897.87,776.5078,96626.5,16982.5,79644.0,827,96739.0,17371.0,79368.0,814,96419.0,17022.0,79397.0,790,-1187.4167,-4749.5,0.6667,-1187.4167,-4749.5
73,TradervR1_lab_r15_08_a_quality_guard_p_entry_quality,TradervR1_47_2,"ash_quality_guard,pepper_entry_quality",289274.5,1232.0,-570.0,209.0,319.0,1279.63,773.1795,96338.5,16701.5,79637.0,821,96712.0,17344.0,79368.0,799,96224.0,16827.0,79397.0,783,76.75,-3677.75,0.6667,76.75,-3677.75
74,TradervR1_lab_r03_04_a_attack_tuning_a_quality_guard_p_entry_quality,TradervR1_lab_r02_06_p_carry_defense,"ash_attack_tuning,ash_quality_guard,pepper_entry_quality",288801.0,758.5,-1043.5,66.5,302.5,757.575,757.575,96196.0,16560.0,79636.0,818,96586.0,17218.0,79368.0,803,96019.0,16624.0,79395.0,789,,,,,
75,TradervR1_lab_r02_07_a_local_fair_blend_p_entry_quality_a_quality_guard,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality,ash_quality_guard",290129.0,2086.5,284.5,571.5,270.5,2264.885,753.1667,96701.0,17058.0,79643.0,734,97059.0,17691.0,79368.0,723,96369.0,16972.0,79397.0,701,-2157.8333,-4632.75,0.0,-2157.8333,-4632.75
76,TradervR1_lab_r09_08_a_local_fair_blend_p_entry_quality,TradervR1_47_2,"ash_local_fair_blend,pepper_entry_quality",288793.5,751.0,-1051.0,7.0,405.0,721.05,721.05,96136.5,16492.5,79644.0,846,96629.0,17261.0,79368.0,840,96028.0,16640.0,79388.0,812,,,,,
77,TradervR1_lab_r16_03_a_quality_guard_a_attack_tuning_p_carry_defense,TradervR1_lab_r15_07_a_attack_tuning,"ash_quality_guard,ash_attack_tuning,pepper_carry_defense",288765.0,722.5,-1079.5,60.5,318.5,718.195,718.195,96190.0,16532.0,79658.0,821,96500.0,17175.0,79325.0,805,96075.0,16677.0,79398.0,789,,,,,
78,TradervR1_lab_r13_02_a_local_fair_blend,TradervR1_47_2,ash_local_fair_blend,288741.5,699.0,-1103.0,106.0,245.0,716.5,716.5,96235.5,16591.5,79644.0,805,96459.0,17091.0,79368.0,793,96047.0,16650.0,79397.0,786,,,,,
79,TradervR1_lab_r14_01_a_attack_tuning,TradervR1_47,ash_attack_tuning,289600.5,1558.0,-244.0,372.0,302.0,1664.04,682.0695,96501.5,16857.5,79644.0,821,96729.0,17361.0,79368.0,816,96370.0,16973.0,79397.0,791,-554.25,-5457.75,0.6667,-554.25,-5457.75
80,TradervR1_lab_r04_06_a_attack_tuning,TradervR1_lab_r03_04_a_attack_tuning_a_quality_guard_p_entry_quality,ash_attack_tuning,288731.0,688.5,-1113.5,24.5,319.5,671.515,671.515,96154.0,16518.0,79636.0,821,96561.0,17193.0,79368.0,798,96016.0,16621.0,79395.0,789,,,,,
81,TradervR1_lab_r12_08_a_local_fair_blend,TradervR1_47,ash_local_fair_blend,288758.0,715.5,-1086.5,-78.5,504.5,647.665,647.665,96051.0,16407.0,79644.0,879,96585.0,17217.0,79368.0,864,96122.0,16725.0,79397.0,840,,,,,
82,TradervR1_lab_r06_08_p_carry_defense_a_quality_guard,TradervR1_47_2,"pepper_carry_defense,ash_quality_guard",289352.5,1310.0,-492.0,209.0,355.0,1354.75,610.5088,96338.5,16701.5,79637.0,821,96754.0,17386.0,79368.0,800,96260.0,16867.0,79393.0,786,-807.1667,-2937.0,0.8333,-807.1667,-2937.0
